Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Ferioli, Dan",LV,32,P,ML,6.03,13,23,4,0,83,51,1,0,342,278,111,447,94,7,51,7,13,2,26,0,235,229,0.30299999999999999,0.35199999999999998,0.48099999999999998
"Figueredo, Marcus",MAHO,26,P,ML,6.19,3,3,3,0,24,7,0,0,56.67,16,20,69,6,0,10,1,1,0,2,0,39,39,0.28899999999999998,0.34399999999999997,0.439
"Finkel, Robert",MAHO,26,P,ML,5.75,4,4,0,0,14,13,0,0,56.33,31,16,75,10,0,9,3,0,0,2,0,45,36,0.307,0.35,0.45900000000000002
"Firpo, Pampero",MAIN,27,P,ML,5.38,5,3,6,2,59,0,0,0,82,31,41,112,13,0,8,1,2,1,2,0,49,49,0.313,0.38300000000000001,0.41599999999999998
"Flowers, Woodrow",DAY,37,P,ML,4.2300000000000004,18,17,0,0,72,64,0,0,353,301,137,367,42,6,35,8,12,2,22,0,183,166,0.25700000000000001,0.32200000000000001,0.36899999999999999
"Forkin, Tyree",LOUI,25,P,ML,5.14,3,3,0,0,12,12,0,0,61.33,56,32,74,11,0,7,5,1,0,6,0,35,35,0.28699999999999998,0.36599999999999999,0.41099999999999998
"Fournier, Rich",OKC,31,P,ML,4.76,7,7,21,6,111,0,0,0,164.33,92,53,173,28,2,25,5,7,1,8,0,95,87,0.26,0.314,0.42
"Fowler, Larry",LOUI,34,P,ML,6.11,16,18,1,1,66,53,2,2,284.33,160,180,313,52,5,46,20,12,6,30,0,201,193,0.26800000000000002,0.36599999999999999,0.44
"Freeborn, Antonio",SCRN,24,P,ML,12.67,0,2,0,0,6,6,0,0,16.329999999999998,4,15,30,9,1,4,0,0,0,0,0,23,23,0.38,0.47899999999999998,0.67100000000000004
"Gaffey, Steve",WISC,37,P,ML,3.75,12,9,3,7,107,0,0,0,187.33,100,66,182,25,5,23,9,5,0,8,0,83,78,0.245,0.30599999999999999,0.38400000000000001
"Gallegos, Willie",NORW,32,P,ML,6.58,2,1,0,0,14,5,0,0,39.67,26,18,51,9,1,5,3,2,0,4,0,30,29,0.3,0.36699999999999999,0.45300000000000001
"Gallinari, Chris",MIDL,27,P,ML,4.97,11,14,3,3,101,25,2,2,249.67,132,76,318,49,1,27,18,9,0,12,0,155,138,0.29799999999999999,0.34499999999999997,0.42199999999999999
"Gamgee, Samwise",ROME,26,P,ML,4.74,21,18,0,0,63,54,4,2,357,254,141,381,64,4,49,1,6,0,18,0,195,188,0.26200000000000001,0.32800000000000001,0.41299999999999998
"Ganino, John",SCRN,27,P,ML,5.62,8,26,2,1,74,52,4,1,301.33,174,122,345,58,6,32,10,10,1,18,0,213,188,0.27600000000000002,0.34100000000000003,0.40899999999999997
"Garcia, Brendan",CHES,28,P,ML,4.38,32,16,0,0,65,63,5,1,412.67,239,133,471,71,6,42,7,3,1,24,0,205,201,0.27600000000000002,0.32800000000000001,0.39800000000000002
"Gardner, Marc",WISC,37,P,ML,4.71,8,11,9,7,104,1,0,0,160.66999999999999,87,45,191,40,2,20,2,1,0,8,0,96,84,0.28399999999999997,0.32900000000000001,0.438
"Garrett, Vincent",TEX,32,P,ML,5.61,9,11,4,3,78,10,0,0,162,60,72,183,38,2,20,7,6,0,14,0,104,101,0.27400000000000002,0.34399999999999997,0.42599999999999999
"Garrido, Augie",FRIS,34,P,ML,3.78,12,6,2,2,72,9,0,0,166.67,84,44,179,29,5,15,10,11,1,6,0,82,70,0.26400000000000001,0.308,0.38700000000000001
"Gaston, Jesus",ALTO,27,P,ML,5.62,13,19,0,0,56,56,3,1,291.67,151,110,369,66,12,43,11,3,2,24,0,202,182,0.29699999999999999,0.35399999999999998,0.47299999999999998
"Gatling, Blackout",CHES,34,P,ML,4.82,30,24,0,0,72,72,3,2,428,288,210,410,95,6,59,10,5,2,30,0,246,229,0.24199999999999999,0.32600000000000001,0.41
"Gawron, Cal",ALTO,26,P,ML,6.29,2,1,0,0,5,5,0,0,24.33,9,14,29,5,0,2,0,0,0,0,0,17,17,0.28399999999999997,0.371,0.39200000000000002
"Georg, Spiders",OKC,37,P,ML,4.99,8,17,4,3,86,38,1,1,279.67,199,126,277,54,5,47,7,4,1,20,0,170,155,0.248,0.32400000000000001,0.432
"Gil, Jerry (19)",ROCK,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Glasner, Mark",EDMO,35,P,ML,5.41,10,5,19,5,114,0,0,0,158,63,56,175,22,3,19,11,7,1,10,0,103,95,0.27,0.32800000000000001,0.40100000000000002
"Glassner, Ivan",WISC,29,P,ML,3.71,10,7,5,2,99,0,0,0,160,111,59,160,20,1,12,7,2,0,2,0,68,66,0.25,0.313,0.34100000000000003
"Goldberg, Terry",LOUI,33,P,ML,4.4800000000000004,11,10,16,4,118,0,0,0,191,116,49,209,30,2,17,5,7,1,8,0,101,95,0.26700000000000002,0.31,0.376
"Gomez, Dewayne (22)",CHES,26,P,ML,5.55,1,4,1,1,39,0,0,0,47,11,19,71,10,0,6,2,0,0,2,0,29,29,0.33500000000000002,0.39,0.46700000000000003
"Goodman, Brad",IDA,28,P,ML,4.45,16,12,3,4,107,24,1,1,305.67,135,101,398,29,3,22,35,18,0,24,0,160,151,0.30299999999999999,0.35199999999999998,0.379
"Gordon, Ross",PEOR,30,P,ML,5.68,3,7,13,3,82,3,0,0,115.67,70,52,135,32,2,22,2,0,0,6,0,77,73,0.28000000000000003,0.35,0.49199999999999999
"Graham, Lance",DAY,24,P,ML,6.2,1,2,0,0,7,4,0,0,20.329999999999998,19,13,16,3,0,2,0,0,0,2,0,14,14,0.20799999999999999,0.32200000000000001,0.32500000000000001
"Grant, Nathan",SCRN,27,P,ML,5.47,10,5,12,3,112,0,0,0,156.33000000000001,73,56,213,36,1,22,11,3,1,8,0,107,95,0.312,0.36399999999999999,0.46500000000000002
"Gravas, Latka",RICH,24,P,ML,6.17,2,1,0,0,12,2,0,0,23.33,15,6,30,4,0,1,1,1,0,2,0,16,16,0.3,0.34,0.37
"Green, Jason",EDMO,29,P,ML,4.8600000000000003,7,13,13,6,121,0,0,0,187,139,68,208,36,4,22,1,3,1,6,0,103,101,0.27,0.33,0.41399999999999998
"Greene, Reuben",WISC,28,P,ML,3.56,16,11,0,0,37,37,1,1,222.33,150,106,228,34,2,15,7,5,1,16,0,94,88,0.255,0.33400000000000002,0.34699999999999998
"Griffin, Stewie",MIDL,27,P,ML,5.69,15,8,14,3,133,0,0,0,250,186,96,333,42,5,31,12,7,2,30,0,170,158,0.307,0.36399999999999999,0.441
"Griffith, Del",CASP,32,P,ML,3.95,1,9,65,10,96,0,0,0,93.33,23,22,109,17,2,8,3,3,0,8,0,42,41,0.28000000000000003,0.31900000000000001,0.39600000000000002
"Grimes, Ed",NORW,32,P,ML,6.21,11,13,0,0,52,40,1,0,243.67,132,87,318,68,4,39,7,5,1,24,0,185,168,0.30299999999999999,0.35699999999999998,0.48699999999999999
"Gulley, Roberto",FRIS,27,P,ML,4.7,10,12,9,8,119,0,0,0,237.33,110,94,280,46,8,30,7,2,0,26,0,138,124,0.28199999999999997,0.34399999999999997,0.435
"Gus, Cannonball",BANG,25,P,ML,14.04,1,1,0,0,3,3,0,0,8.33,4,5,21,0,0,2,1,0,0,4,0,16,13,0.45700000000000002,0.51,0.58699999999999997
"Haas, Murray",WISC,36,P,ML,4.53,11,7,6,2,64,9,0,0,135,83,32,135,32,1,18,1,1,0,12,0,71,68,0.25,0.29199999999999998,0.41299999999999998
"Hackney, Jim",DAY,25,P,ML,4.71,3,0,1,0,41,0,0,0,57.33,53,20,60,17,0,9,0,0,0,6,0,30,30,0.25900000000000001,0.317,0.44800000000000001
"Hamilton, Craig",FRIS,24,P,ML,2.88,2,2,0,0,5,5,1,1,34.33,16,8,34,10,0,3,1,1,0,0,0,11,11,0.248,0.28999999999999998,0.38700000000000001
"Hammond, Tyrone",LV,35,P,ML,5.33,17,20,11,3,66,48,1,0,290.33,246,76,352,75,10,42,2,2,1,10,0,182,172,0.28799999999999998,0.32900000000000001,0.46899999999999997
"Hampton, Frank",ELP,30,P,ML,5.15,11,19,11,4,95,18,0,0,213.33,106,81,224,58,3,29,11,5,0,12,0,130,122,0.25900000000000001,0.32300000000000001,0.434
"Hariri, Shane",TEX,36,P,ML,4.09,5,3,11,5,102,0,0,0,132,69,57,144,33,3,14,6,4,1,10,0,65,60,0.26700000000000002,0.33700000000000002,0.41699999999999998
"Haugen, Garrett",AUCK,30,P,ML,4.01,1,2,3,1,42,0,0,0,51.67,63,14,52,17,0,6,1,1,1,2,0,24,23,0.251,0.29899999999999999,0.42
"Heathcock, Manny",CASP,27,P,ML,3.6,0,0,1,1,10,0,0,0,10,8,8,5,1,0,1,2,0,0,0,0,6,4,0.14299999999999999,0.30199999999999999,0.25700000000000001
"Hermanstorfer, Jason",ERIE,37,P,ML,4.4400000000000004,17,18,0,0,66,63,0,0,377,247,98,390,64,4,49,13,8,2,14,0,199,186,0.25600000000000001,0.30099999999999999,0.4
"Hert, Thomas",MAHO,34,P,ML,5.51,24,22,0,0,73,69,4,1,380.33,175,126,447,70,6,58,10,9,2,22,0,245,233,0.28100000000000003,0.33400000000000002,0.443
"Hochnadel, Jim",DAY,29,P,ML,3.93,15,16,3,4,108,19,4,2,277.33,187,102,305,48,3,28,2,7,2,8,0,129,121,0.26800000000000002,0.32800000000000001,0.39
"Hodgkinson, Mark",WISC,32,P,ML,3.64,26,23,0,0,72,72,5,3,462.33,307,195,389,88,5,54,9,12,4,34,0,198,187,0.219,0.29599999999999999,0.36499999999999999
"Hodgman, Jim",ALTO,33,P,ML,5.42,9,7,9,5,113,0,0,0,189.33,75,46,226,43,1,36,9,7,1,12,0,130,114,0.28499999999999998,0.32400000000000001,0.47699999999999998
"Hoelscher, Herman",WISC,27,P,ML,6.36,26,20,0,0,68,66,1,0,348,167,103,441,96,10,53,12,7,1,18,0,251,246,0.29699999999999999,0.34300000000000003,0.48199999999999998
"Hoey, Marty",ROME,29,P,ML,6.23,14,22,33,10,102,27,2,2,237,124,84,300,55,7,41,5,6,1,8,0,170,164,0.29699999999999999,0.35099999999999998,0.48699999999999999
"Holey, Ken",AUCK,32,P,ML,4.4400000000000004,10,8,4,2,99,7,0,0,212.67,152,97,235,49,7,27,6,6,0,12,0,114,105,0.26900000000000002,0.34200000000000003,0.434
"Holliday, Doc",ROME,34,P,ML,6.67,13,27,1,2,71,57,3,1,321,306,132,371,110,14,80,4,4,1,8,0,253,238,0.27800000000000002,0.34300000000000003,0.56100000000000005
"Holt, Raymond",SF,31,P,ML,5.78,15,22,0,0,71,65,0,0,351.67,244,154,449,67,6,50,12,9,4,24,0,246,226,0.29899999999999999,0.36399999999999999,0.45100000000000001
"Horn, Lamar",CHES,31,P,ML,6.6,4,7,2,3,47,0,0,0,60,36,19,82,14,1,11,2,3,0,4,0,45,44,0.313,0.35899999999999999,0.5
"Horner, Jeffrey",TEX,35,P,ML,4.78,10,12,9,7,127,0,0,0,233.67,132,76,266,44,4,28,3,3,2,20,0,138,124,0.27500000000000002,0.32800000000000001,0.41599999999999998
"Horsfall, Ray",ERIE,31,P,ML,5.0199999999999996,23,25,0,0,72,72,3,2,378.33,279,151,425,81,11,53,1,5,1,20,0,230,211,0.27200000000000002,0.33700000000000002,0.44
"Hougham, Brian",MIDL,25,P,ML,3.38,1,0,1,1,6,0,0,0,5.33,6,2,6,2,0,0,0,0,0,2,0,2,2,0.27300000000000002,0.33300000000000002,0.36399999999999999
"Hughes, John",ERIE,27,P,ML,4.84,4,6,4,3,74,0,0,0,115.33,69,39,125,28,4,13,1,2,1,14,0,65,62,0.26500000000000001,0.32200000000000001,0.42499999999999999
"Huhn, Linc",ROCK,24,P,ML,6.87,1,6,0,0,8,8,0,0,38,33,23,56,9,0,9,1,1,1,6,0,34,29,0.32900000000000001,0.40899999999999997,0.54100000000000004
"Humphreys, Rene",ERIE,27,P,ML,5.89,9,8,0,0,77,9,2,1,133,46,29,185,20,3,15,6,6,0,10,0,95,87,0.317,0.34899999999999998,0.438
"Illie, Jesus",SCRN,30,P,ML,3.51,9,9,58,11,114,0,0,0,164,86,60,158,32,2,14,5,2,0,10,0,69,64,0.24299999999999999,0.307,0.36299999999999999
"Jackson, Arthur",CASP,27,P,ML,4.38,20,30,0,0,65,65,8,3,399,245,177,393,68,7,42,9,11,3,14,0,203,194,0.247,0.32300000000000001,0.378
"James, Matt (3)",CHES,27,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Jankauskas, Bradley",RICH,29,P,ML,5.19,8,9,58,13,105,0,0,0,119.67,70,47,113,34,2,17,3,1,3,6,0,74,69,0.23899999999999999,0.308,0.42799999999999999
"Janousek, Shawn",RICH,34,P,ML,3.79,26,18,0,0,66,66,7,5,416,325,100,402,88,8,59,6,11,2,18,0,186,175,0.24399999999999999,0.28699999999999998,0.41399999999999998
"Jin, Christoper",AUCK,29,P,ML,7.08,7,5,2,2,47,0,0,0,61,45,18,75,25,3,15,4,2,1,2,0,49,48,0.29099999999999998,0.33700000000000002,0.58499999999999996
"Jones, Shorty",EDMO,35,P,ML,4.91,5,14,12,9,114,0,0,0,176,92,53,214,25,5,17,11,9,0,8,0,106,96,0.28799999999999998,0.33600000000000002,0.40400000000000003
"Kalka, Brad",FRIS,28,P,ML,4.5,24,26,0,0,72,72,0,0,371.67,246,172,400,51,5,41,9,7,3,22,0,205,186,0.26400000000000001,0.33900000000000002,0.38500000000000001
"Kampen, Clarence",SF,26,P,ML,5.64,16,21,0,1,72,64,1,0,338,163,126,427,82,4,44,13,14,2,44,0,230,212,0.29599999999999999,0.35299999999999998,0.45
"Karue, Wally",LV,36,P,ML,5.12,7,11,4,6,75,7,0,0,170.67,139,70,185,33,4,22,6,2,1,12,0,111,97,0.26500000000000001,0.33200000000000002,0.41899999999999998
"Keefner, Jerry",DAY,31,P,ML,4.74,14,15,14,12,132,0,0,0,214.67,172,84,230,50,6,25,4,3,0,12,0,124,113,0.26300000000000001,0.32800000000000001,0.42
"Kirigaya, Kazuto",AUCK,36,P,ML,4.01,31,16,0,0,72,72,3,1,410.67,156,138,491,32,4,25,17,18,0,12,0,191,183,0.28499999999999998,0.33800000000000002,0.35199999999999998
"Kirwan, Tom",SCRN,23,P,ML,9.82,0,0,0,0,4,0,0,0,7.33,6,4,15,4,1,0,0,0,0,0,0,8,8,0.40500000000000003,0.46300000000000002,0.56799999999999995
"Knight, Francisco",ROCK,28,P,ML,4.1900000000000004,7,5,5,3,69,0,0,0,107.33,79,46,106,22,0,12,0,4,1,8,0,55,50,0.248,0.32100000000000001,0.38300000000000001
"Koch, Andrew",OMA,27,P,ML,5,0,1,0,1,9,0,0,0,9,7,3,9,1,1,1,0,1,0,0,0,6,5,0.25,0.308,0.41699999999999998
"Korpal, Dwayne",OMA,26,P,ML,5.92,0,1,1,1,12,0,0,0,24.33,15,3,29,8,0,3,1,2,0,0,0,17,16,0.28399999999999997,0.30499999999999999,0.45100000000000001
"Kosmicki, Pete",NORW,25,P,ML,6.29,12,16,0,0,46,46,0,0,229,120,91,313,48,6,31,3,1,0,18,0,169,160,0.313,0.37,0.46600000000000003
"Kruse, Shawn",DAY,25,P,ML,4.5599999999999996,16,17,0,0,49,49,0,0,266.33,329,174,231,50,3,32,3,6,3,18,0,154,135,0.224,0.33600000000000002,0.372
"Kulp, John",ELP,27,P,ML,1.42,0,0,0,0,4,0,0,0,6.33,1,2,5,1,0,0,1,0,0,0,0,1,1,0.20799999999999999,0.26900000000000002,0.25
"Labuda, Fred",SUGR,31,P,ML,6.08,2,2,6,1,42,4,0,0,63.67,50,15,77,18,0,10,1,0,0,6,0,43,43,0.28699999999999998,0.32500000000000001,0.46600000000000003
"Lafitte, Pierre",ROCK,33,P,ML,4.24,28,22,0,0,71,71,4,4,410,242,155,421,70,10,41,6,8,1,22,0,209,193,0.255,0.31900000000000001,0.38400000000000001
"Lapeyrolerie, Chris",ROME,31,P,ML,6.3,8,21,6,7,95,18,0,0,203,64,104,249,47,2,29,9,3,0,12,0,147,142,0.28999999999999998,0.36699999999999999,0.45100000000000001
"Lauro, Moses",MIDL,28,P,ML,4.34,15,6,14,5,119,0,0,0,182.33,97,99,188,32,3,12,17,2,2,10,0,96,88,0.25600000000000001,0.34399999999999997,0.35599999999999998
"Lawrence, Mark",EDMO,33,P,ML,4.4000000000000004,24,23,1,0,75,67,8,2,433.33,196,162,463,60,9,38,6,3,2,36,0,224,212,0.26300000000000001,0.32500000000000001,0.372
"Lawson, John",MAHO,29,P,ML,5.34,10,5,10,4,84,8,0,0,150,131,58,192,27,2,27,2,3,0,4,0,98,89,0.29899999999999999,0.35699999999999998,0.47399999999999998
"Leclerc, Alvin",FRIS,27,P,ML,1.54,0,0,0,0,9,0,0,0,23.33,11,8,19,6,1,1,1,2,1,0,0,5,4,0.21299999999999999,0.27800000000000002,0.33700000000000002
"Lee, Brodie",OKC,27,P,ML,4.9400000000000004,12,10,16,5,125,0,0,0,215,117,75,214,41,5,31,3,7,2,14,0,126,118,0.249,0.309,0.41699999999999998
"Leider, Benito",FRIS,34,P,ML,6.53,4,7,2,1,52,8,0,0,71.67,43,25,89,15,3,10,2,1,0,4,0,56,52,0.29299999999999998,0.34699999999999998,0.46100000000000002
"Lemon, Floyd",LV,37,P,ML,3.84,11,12,4,2,100,0,0,0,180.33,146,81,170,45,8,20,2,2,0,6,0,84,77,0.23899999999999999,0.317,0.40899999999999997
"Lewis, Murray",RICH,36,P,ML,3.82,42,16,0,0,71,71,4,3,467,424,179,471,74,3,41,23,16,5,24,0,211,198,0.252,0.317,0.36
"Leyua, Christopher",EDMO,27,P,ML,4.16,18,20,0,0,65,65,5,2,369.67,228,114,387,66,6,40,3,2,3,20,0,185,171,0.25900000000000001,0.311,0.39100000000000001
"Little, Omar",LOUI,36,P,ML,7.11,3,8,6,4,69,0,0,0,95,66,38,128,21,0,14,4,1,0,10,0,78,75,0.31,0.36799999999999999,0.46200000000000002
"Lou, Captain",PORT,28,P,ML,4.41,24,28,0,0,73,73,5,3,440.33,150,114,457,106,6,55,8,6,1,24,0,238,216,0.25700000000000001,0.30199999999999999,0.41599999999999998
"Lowery, Scott",OMA,28,P,ML,5.73,7,10,19,5,124,3,0,0,191.67,121,70,225,40,7,38,12,9,0,16,0,130,122,0.28100000000000003,0.33900000000000002,0.49099999999999999
"Lucas, Charlie",AUCK,30,P,ML,5.18,29,23,0,0,71,71,6,3,415.33,305,110,498,96,13,64,0,1,0,20,0,249,239,0.28599999999999998,0.32800000000000001,0.46600000000000003
"Maasch, Butch",MAIN,37,P,ML,4.13,26,20,0,0,66,66,2,2,368.33,261,101,364,65,8,45,11,8,3,18,0,190,169,0.248,0.29599999999999999,0.39500000000000002
"Maker, Henry",PEOR,33,P,ML,3.07,24,12,7,7,113,6,0,0,357.33,302,118,290,46,3,34,11,5,1,10,0,126,122,0.21299999999999999,0.27600000000000002,0.32600000000000001
"Malone, Carl",LOUI,32,P,ML,4.67,26,17,0,0,72,72,1,0,380,102,169,429,45,6,35,32,9,0,22,0,204,197,0.27300000000000002,0.34399999999999997,0.377
"Marshak, Jack",ROCK,32,P,ML,5.05,18,18,0,0,66,66,0,0,335,197,136,414,74,4,45,6,9,2,16,0,209,188,0.29199999999999998,0.35399999999999998,0.44500000000000001
"Marshall, Gilbert",IDA,28,P,ML,4.9400000000000004,8,6,7,5,99,0,0,0,180.33,83,84,194,39,6,28,5,8,1,20,0,106,99,0.26400000000000001,0.33900000000000002,0.44800000000000001
"Martinez, Will",MIDL,34,P,ML,4.82,14,22,6,4,103,40,1,1,324.67,144,131,331,78,6,45,8,6,1,16,0,191,174,0.254,0.32200000000000001,0.42599999999999999
"Maru, Piper",ROME,30,P,ML,5.94,4,7,33,8,80,0,0,0,97,77,29,109,20,3,18,2,2,0,10,0,65,64,0.27300000000000002,0.32200000000000001,0.47199999999999998
"Maruyama, Roosevelt (205)",FRIS,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Mayner, Jose",BANG,30,P,ML,3.92,25,18,0,0,75,71,2,1,422,142,87,464,67,2,43,14,11,3,14,0,201,184,0.26800000000000002,0.30299999999999999,0.38400000000000001
"McCants, Ronald",MAIN,31,P,ML,4.41,16,10,14,2,123,0,0,0,228.67,180,73,225,44,2,27,11,12,0,12,0,116,112,0.247,0.30299999999999999,0.38900000000000001
"McCollum, Benji",SUGR,26,P,ML,4.32,32,18,0,0,74,72,11,3,452,329,181,454,77,9,32,7,6,1,26,0,226,217,0.251,0.31900000000000001,0.35599999999999998
"McCranie, Ed",WISC,29,P,ML,3.57,27,16,0,0,62,62,3,3,386,271,116,383,60,5,43,13,10,3,14,0,170,153,0.249,0.30099999999999999,0.378
"McDonald, Mike",ELP,31,P,ML,4.47,20,26,0,0,66,66,2,2,386.33,250,114,417,70,8,51,9,7,2,38,0,217,192,0.26500000000000001,0.314,0.41599999999999998
"McIntyre, Turk (230)",NORW,29,P,ML,7.64,3,5,6,1,46,4,0,0,70.67,31,34,86,11,2,17,0,0,0,2,0,62,60,0.28899999999999998,0.36099999999999999,0.51
"McKinney, Jason",SUGR,27,P,ML,3.76,1,1,3,0,36,0,0,0,67,33,26,50,16,1,5,0,3,2,4,0,31,28,0.19900000000000001,0.27400000000000002,0.33100000000000002
"McMichael, Mongo",TEX,35,P,ML,5.58,13,11,9,9,124,0,0,0,224.33,120,97,264,58,5,33,3,2,0,30,0,153,139,0.28199999999999997,0.34899999999999998,0.46
"McMichael, Will",ELP,28,P,ML,4.1500000000000004,18,12,15,5,116,22,0,0,275.33,143,91,260,40,3,32,9,5,0,16,0,134,127,0.23899999999999999,0.29799999999999999,0.37
"McPherson, Brandon",TEX,35,P,ML,5.51,21,20,2,4,90,43,4,0,334.67,233,122,412,58,5,35,14,9,3,18,0,216,205,0.29099999999999998,0.34699999999999998,0.41299999999999998
"Meinhof, Baader",ROME,27,P,ML,5.95,10,13,0,0,48,48,1,1,234.33,146,90,289,54,6,24,7,2,0,12,0,167,155,0.29099999999999998,0.35,0.43
"Mello, Darryl",AUCK,30,P,ML,4.8899999999999997,16,10,7,7,133,0,0,0,266.67,164,84,271,71,10,42,7,6,3,26,0,148,145,0.253,0.307,0.45600000000000002
"Meylan, Rudy",MIDL,24,P,ML,2.7,2,0,0,0,5,0,0,0,10,8,1,7,2,0,1,0,0,0,0,0,3,3,0.189,0.21099999999999999,0.32400000000000001
"Miller, Arthur",SUGR,29,P,ML,5.33,24,19,2,0,71,66,0,0,353,107,76,437,73,4,49,12,2,1,18,0,214,209,0.29199999999999998,0.32600000000000001,0.44500000000000001
"Milliron, Otis",LAKE,25,P,ML,3.38,0,1,4,2,16,0,0,0,21.33,8,6,17,5,1,2,0,0,0,0,0,8,8,0.21,0.26400000000000001,0.37
"Monk, Adrian",EDMO,39,P,ML,4.6399999999999997,23,23,1,0,71,63,2,2,327.67,142,146,367,64,2,30,8,9,1,24,0,194,169,0.27200000000000002,0.34300000000000003,0.38900000000000001
"Montiel, Alfredo",EDMO,24,P,ML,1.59,1,1,1,0,9,0,0,0,11.33,6,4,9,1,0,1,1,0,0,0,0,3,2,0.20899999999999999,0.27700000000000002,0.30199999999999999
"Moody, Dave",ELP,26,P,ML,4.58,12,19,0,0,39,39,2,0,218.33,146,82,241,40,4,22,15,7,0,12,0,113,111,0.26900000000000002,0.33,0.39600000000000002
"Morales, Alton",RICH,26,P,ML,4.84,14,12,1,0,73,41,0,0,255,82,80,328,26,3,23,10,4,2,26,0,155,137,0.3,0.34799999999999998,0.39200000000000002
"Morgan, Alan",ERIE,32,P,ML,5.29,25,19,0,0,69,67,2,1,376.33,202,141,444,90,10,53,9,11,3,26,0,242,221,0.28199999999999997,0.34100000000000003,0.45300000000000001
"Morgan, Mac",PORT,35,P,ML,5.17,20,27,0,0,64,64,2,2,338,182,94,423,75,4,30,35,9,0,12,0,215,194,0.29399999999999998,0.33800000000000002,0.41499999999999998
"Mrazek, Jeffrey",DAY,35,P,ML,5.03,12,17,1,1,60,40,0,0,245,102,85,316,44,4,22,17,14,1,10,0,151,137,0.30099999999999999,0.35299999999999998,0.41299999999999998
"Muniz, Ernesto",ROME,32,P,ML,4.95,14,9,3,1,80,13,1,0,172.67,146,51,198,26,6,22,8,4,1,8,0,98,95,0.27700000000000002,0.32500000000000001,0.42199999999999999
"Murray, Matthew",IDA,25,P,ML,6.03,6,7,21,10,58,0,0,0,68.67,26,23,90,7,2,8,10,5,2,8,0,51,46,0.30399999999999999,0.35399999999999998,0.42199999999999999
"Nelson, Glenn",ELP,31,P,ML,4.3499999999999996,7,6,18,5,111,0,0,0,159.33000000000001,102,52,165,31,1,23,2,2,1,4,0,83,77,0.25700000000000001,0.312,0.41499999999999998
"Nguyen, Richard",SF,31,P,ML,5.53,25,29,1,0,71,69,2,0,429.33,237,126,529,104,5,60,8,9,2,22,0,281,264,0.29099999999999998,0.33700000000000002,0.45300000000000001
"Nimmons, Don (3)",TEX,29,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Nixon, Brian (16)",MAIN,28,P,ML,5.05,9,5,2,2,82,10,0,0,171,107,61,204,25,1,19,10,5,0,4,0,98,96,0.28499999999999998,0.34100000000000003,0.40200000000000002
"Oestreich, Javier",MAIN,30,P,ML,5.45,14,20,1,4,78,43,0,0,272.67,233,116,296,44,6,45,6,6,1,16,0,176,165,0.26600000000000001,0.33500000000000002,0.437
"Olivas, Paul",SF,27,P,ML,12.6,0,4,2,3,13,0,0,0,15,15,9,26,7,1,3,0,0,0,0,0,21,21,0.36599999999999999,0.438,0.62
"Opal, Paul",LAKE,35,P,ML,3.41,5,3,10,3,77,0,0,0,100.33,32,37,96,21,3,8,3,1,0,6,0,45,38,0.24199999999999999,0.30599999999999999,0.37
"Orscheln, Harry",CASP,35,P,ML,4.1500000000000004,7,3,4,3,88,0,0,0,151.66999999999999,103,53,144,19,4,12,3,7,0,12,0,71,70,0.24,0.30199999999999999,0.34599999999999997
"Pabey, Harold",EDMO,32,P,ML,4.83,10,9,9,4,98,5,0,0,156.66999999999999,131,68,164,28,3,20,4,9,0,8,0,85,84,0.25900000000000001,0.33,0.40699999999999997
"Padley, Charlie",PORT,28,P,ML,2.92,3,2,12,0,59,2,0,0,92.33,48,48,80,11,2,4,1,1,2,6,0,31,30,0.224,0.316,0.3
"Palacios, Guillermo",SCRN,29,P,ML,5.58,12,24,3,2,63,43,1,1,243.67,139,134,283,55,5,34,18,6,1,12,0,159,151,0.27900000000000003,0.36299999999999999,0.44400000000000001
"Papaleo, Bob",ERIE,34,P,ML,4.75,10,20,7,2,72,39,1,1,254,130,107,293,43,2,33,14,8,1,12,0,143,134,0.27800000000000002,0.34399999999999997,0.41599999999999998
"Patel, Nolan",TEX,35,P,ML,6.92,7,9,5,6,84,0,0,0,145.66999999999999,121,71,185,36,4,22,4,5,2,10,0,123,112,0.29699999999999999,0.36899999999999999,0.47399999999999998
"Patel, Pi",NORW,27,P,ML,4.76,28,22,0,0,72,72,8,1,461.33,301,151,489,110,9,56,6,4,3,20,0,247,244,0.26100000000000001,0.316,0.41899999999999998
"Pearson, Erik",CASP,29,P,ML,4.5999999999999996,15,13,1,0,54,39,2,2,246.33,153,101,253,53,3,27,15,12,2,10,0,133,126,0.255,0.32400000000000001,0.39600000000000002
